#x_m,y_m,z_m
899.153178,69.606745,24.168100
894.155590,69.757105,24.205103
889.157918,69.902814,24.246033
884.160476,70.056864,24.278407
879.163050,70.214423,24.297392
874.165645,70.373464,24.313351
869.168186,70.530148,24.336794
864.170680,70.685465,24.359627
859.173099,70.839380,24.372154
854.175361,70.988804,24.377946
849.177362,71.129508,24.383956
844.179154,71.262836,24.387129
839.180794,71.390025,24.390303
834.182441,71.517464,24.393476
829.183992,71.640949,24.396649
824.185472,71.761473,24.399823
819.186815,71.876839,24.400000
814.188000,71.984745,24.400000
809.189112,72.089081,24.400000
804.190225,72.193419,24.400000
799.191544,72.308003,24.400000
794.192889,72.423787,24.400000
789.194161,72.536273,24.400000
784.195288,72.641818,24.400000
779.196413,72.747254,24.400000
774.197702,72.860498,24.400000
769.199025,72.975442,24.400000
764.200282,73.087343,24.400000
759.201391,73.192432,24.400000
754.202432,73.294169,24.400000
749.203488,73.396594,24.400000
744.204595,73.501276,24.400000
739.205887,73.614546,24.400000
734.207171,73.727427,24.401616
729.208439,73.839501,24.405491
724.209617,73.947307,24.409999
719.210763,74.053691,24.415288
714.211938,74.161415,24.420577
709.213151,74.270904,24.423318
704.214297,74.376746,24.418636
699.215444,74.482657,24.413953
694.216597,74.588825,24.409271
689.217889,74.701683,24.415875
684.219234,74.816018,24.428923
679.220586,74.930383,24.445106
674.221941,75.044823,24.461875
669.223169,75.154335,24.474904
664.224342,75.261655,24.486270
659.225493,75.368234,24.494453
654.226677,75.476638,24.498640
649.227814,75.579380,24.500000
644.228989,75.687576,24.500000
639.230163,75.795771,24.500000
634.231338,75.903967,24.500000
629.232583,76.015138,24.500000
624.234034,76.135144,24.500000
619.235504,76.255982,24.500000
614.237049,76.379954,24.500000
609.238678,76.507482,24.500000
604.240458,76.640397,24.500000
599.242729,76.790500,24.500000
594.245001,76.940602,24.500000
589.247291,77.091297,24.500000
584.249704,77.245997,24.500000
579.252171,77.402658,24.500000
574.254635,77.559368,24.500000
569.257042,77.714293,24.500000
564.259474,77.869770,24.500000
559.262325,78.038048,24.500000
554.265398,78.213122,24.500000
549.268605,78.392097,24.500000
544.271926,78.574147,24.500000
539.275238,78.755906,24.500000
534.278539,78.937375,24.500000
529.281665,79.113904,24.500000
524.284634,79.285936,24.500000
519.287570,79.457002,24.500000
514.290540,79.629129,24.500000
509.293620,79.804581,24.500000
504.296666,79.979056,24.500000
499.299660,80.152061,24.500000
494.302657,80.325122,24.500000
489.305676,80.498801,24.500000
484.308853,80.676729,24.500000
479.312154,80.858069,24.500000
474.315693,81.045733,24.500000
469.318954,81.225790,24.500000
464.321954,81.398777,24.500000
459.324897,81.570196,24.500000
454.327928,81.744137,24.500000
449.331060,81.921002,24.500000
444.334160,82.096955,24.500000
439.337259,82.272908,24.500000
434.340358,82.448862,24.500000
429.343424,82.623823,24.500000
424.346437,82.797311,24.500000
419.349403,82.969460,24.500000
414.352374,83.141741,24.500000
409.355363,83.314570,24.500000
404.358403,83.488855,24.500000
399.361367,83.660929,24.500000
394.364401,83.834994,24.500000
389.367452,84.009512,24.500000
384.370668,84.188571,24.500000
379.373964,84.369752,24.500000
374.377259,84.550933,24.500000
369.380430,84.728765,24.500000
364.383598,84.906587,24.500000
359.386902,85.088209,24.500000
354.390131,85.267733,24.500000
